payment_id,customer_id,payment_amount,failure_reason,payment_method,customer_tenure_months,past_successful_payments,past_failed_payments,historical_success_rate,time_since_last_success_days,is_subscription,days_overdue,recovery_attempts_so_far,recovered
pay_012483,cust_59332,199.19,insufficient_funds,debit_card,15,14,2,0.88,18,0,11,2,0
pay_012484,cust_41954,1438.95,technical_error,credit_card,38,7,0,1.0,19,1,2,0,1
pay_012485,cust_94226,172.84,limit_exceeded,debit_card,56,15,2,0.88,83,1,8,3,1
pay_012486,cust_44551,436.48,insufficient_funds,credit_card,34,13,3,0.81,5,0,9,1,0
pay_012487,cust_61491,670.33,insufficient_funds,credit_card,30,9,1,0.9,15,1,15,1,1
pay_012488,cust_95163,1935.38,insufficient_funds,upi,1,14,0,1.0,8,1,29,2,0
pay_012489,cust_34282,494.75,invalid_card,credit_card,41,26,1,0.96,18,1,16,1,0
pay_012490,cust_56538,1275.08,invalid_card,debit_card,16,9,1,0.9,2,1,9,3,1
pay_012491,cust_95033,1007.48,insufficient_funds,upi,25,15,2,0.88,44,1,14,0,1
pay_012492,cust_31033,565.7,technical_error,credit_card,48,20,1,0.95,17,0,22,3,0
pay_012493,cust_81275,168.19,technical_error,debit_card,46,6,3,0.67,25,0,2,1,1
pay_012494,cust_72494,119.11,limit_exceeded,credit_card,58,16,1,0.94,19,1,24,3,0
pay_012495,cust_63329,556.19,invalid_card,credit_card,23,20,0,1.0,15,1,14,3,0
pay_012496,cust_54278,290.59,insufficient_funds,debit_card,33,25,0,1.0,40,1,5,1,1
pay_012497,cust_86755,1253.72,technical_error,debit_card,34,16,1,0.94,24,1,5,0,1
pay_012498,cust_75303,1054.12,insufficient_funds,credit_card,9,19,1,0.95,25,1,1,0,1
pay_012499,cust_48119,415.71,invalid_card,debit_card,16,6,4,0.6,117,1,7,0,0
pay_012500,cust_41211,157.1,invalid_card,credit_card,37,8,0,1.0,31,1,16,2,1
pay_012501,cust_66562,833.26,insufficient_funds,upi,50,11,0,1.0,62,0,16,3,1
pay_012502,cust_68858,180.67,insufficient_funds,debit_card,48,23,2,0.92,39,1,23,3,0
pay_012503,cust_25784,234.19,insufficient_funds,credit_card,5,13,2,0.87,136,1,2,3,0
pay_012504,cust_19536,187.77,insufficient_funds,upi,49,2,2,0.5,1,1,27,3,0
pay_012505,cust_32839,435.33,insufficient_funds,credit_card,42,5,1,0.83,25,1,2,3,1
pay_012506,cust_12417,1611.31,technical_error,credit_card,12,3,2,0.6,1,1,6,2,0
pay_012507,cust_33929,497.49,insufficient_funds,credit_card,5,25,1,0.96,12,1,18,2,1
pay_012508,cust_65296,320.98,insufficient_funds,debit_card,23,21,1,0.95,6,0,25,3,0
pay_012509,cust_50717,108.74,insufficient_funds,credit_card,8,6,3,0.67,33,1,12,0,0
pay_012510,cust_45152,868.47,insufficient_funds,credit_card,43,10,2,0.83,33,1,29,1,0
pay_012511,cust_40853,229.11,insufficient_funds,debit_card,35,19,2,0.9,5,0,24,1,0
pay_012512,cust_91436,562.35,insufficient_funds,bank_transfer,16,15,1,0.94,2,1,27,0,1
pay_012513,cust_16442,350.86,insufficient_funds,debit_card,20,10,2,0.83,7,1,3,0,1
pay_012514,cust_73740,1156.07,insufficient_funds,debit_card,28,22,0,1.0,14,1,24,1,0
pay_012515,cust_40868,427.25,insufficient_funds,bank_transfer,30,11,1,0.92,43,1,21,0,1
pay_012516,cust_84081,471.39,technical_error,credit_card,11,3,0,1.0,73,1,28,0,1
pay_012517,cust_45865,812.69,insufficient_funds,credit_card,50,18,2,0.9,36,1,29,2,0
pay_012518,cust_14198,4111.52,insufficient_funds,bank_transfer,17,3,1,0.75,5,0,14,3,0
pay_012519,cust_75880,1215.68,limit_exceeded,debit_card,10,4,1,0.8,21,1,19,0,0
pay_012520,cust_85900,457.6,invalid_card,credit_card,24,10,1,0.91,18,0,25,3,0
pay_012521,cust_74425,501.6,insufficient_funds,debit_card,55,19,1,0.95,111,0,20,0,1
pay_012522,cust_85509,295.82,insufficient_funds,upi,31,7,1,0.88,15,1,28,0,1
pay_012523,cust_37006,193.37,invalid_card,credit_card,11,8,0,1.0,84,1,29,0,0
pay_012524,cust_61486,287.68,invalid_card,credit_card,47,8,1,0.89,39,1,25,3,0
pay_012525,cust_38748,231.01,insufficient_funds,credit_card,8,15,0,1.0,3,0,20,1,1
pay_012526,cust_28094,961.0,insufficient_funds,debit_card,31,7,3,0.7,4,1,27,2,0
pay_012527,cust_36243,171.3,limit_exceeded,debit_card,37,8,2,0.8,118,0,15,1,0
pay_012528,cust_18246,1896.6,invalid_card,credit_card,37,18,2,0.9,18,1,24,0,0
pay_012529,cust_83290,1060.67,insufficient_funds,debit_card,33,15,2,0.88,22,0,21,3,0
pay_012530,cust_14264,510.36,insufficient_funds,debit_card,9,17,5,0.77,62,1,18,3,0
pay_012531,cust_23564,500.16,insufficient_funds,credit_card,46,11,3,0.79,24,0,1,2,1
pay_012532,cust_30850,286.38,insufficient_funds,debit_card,59,9,3,0.75,76,1,2,2,1
pay_012533,cust_71837,655.04,limit_exceeded,debit_card,3,9,0,1.0,21,1,29,0,1
pay_012534,cust_12268,1484.3,insufficient_funds,debit_card,49,2,0,1.0,7,1,26,1,1
pay_012535,cust_85231,247.51,limit_exceeded,bank_transfer,13,9,0,1.0,28,1,11,3,1
pay_012536,cust_28115,107.9,insufficient_funds,credit_card,52,5,2,0.71,36,0,21,3,0
pay_012537,cust_87844,1010.12,insufficient_funds,credit_card,28,6,3,0.67,3,0,19,0,0
pay_012538,cust_68379,691.58,insufficient_funds,debit_card,52,13,3,0.81,1,1,3,0,0
pay_012539,cust_92417,163.11,invalid_card,debit_card,24,23,1,0.96,7,1,29,3,0
pay_012540,cust_83186,240.14,insufficient_funds,bank_transfer,10,7,1,0.88,22,0,3,1,1
pay_012541,cust_50676,211.77,invalid_card,credit_card,42,6,2,0.75,54,0,10,0,1
pay_012542,cust_68933,242.28,invalid_card,credit_card,37,11,1,0.92,37,0,27,2,0
pay_012543,cust_26719,361.74,insufficient_funds,debit_card,15,16,0,1.0,1,0,28,2,0
pay_012544,cust_16936,383.01,technical_error,upi,42,13,2,0.87,14,1,6,0,1
pay_012545,cust_66623,260.82,insufficient_funds,debit_card,28,22,1,0.96,27,1,29,2,0
pay_012546,cust_70108,234.26,invalid_card,upi,37,4,2,0.67,4,1,22,2,0
pay_012547,cust_79618,397.75,insufficient_funds,credit_card,1,5,0,1.0,42,1,13,2,0
pay_012548,cust_92799,591.29,insufficient_funds,debit_card,13,10,1,0.91,22,0,25,0,0
pay_012549,cust_73400,364.42,technical_error,credit_card,59,8,4,0.67,4,1,5,3,1
pay_012550,cust_59113,1592.84,insufficient_funds,bank_transfer,4,4,3,0.57,21,1,11,2,0
pay_012551,cust_20582,831.05,limit_exceeded,credit_card,56,6,0,1.0,14,1,14,3,0
pay_012552,cust_21340,101.88,technical_error,debit_card,40,22,1,0.96,49,1,18,1,1
pay_012553,cust_86413,844.15,insufficient_funds,credit_card,30,9,0,1.0,34,1,19,2,0
pay_012554,cust_21027,916.12,insufficient_funds,bank_transfer,52,35,0,1.0,44,1,9,1,1
pay_012555,cust_83809,323.72,technical_error,debit_card,3,20,1,0.95,13,1,23,3,1
pay_012556,cust_24608,112.1,technical_error,bank_transfer,20,20,4,0.83,8,1,9,2,1
pay_012557,cust_36261,504.05,insufficient_funds,credit_card,54,6,1,0.86,11,0,7,3,1
pay_012558,cust_84439,496.16,limit_exceeded,credit_card,35,4,0,1.0,9,1,11,0,1
pay_012559,cust_23168,162.87,limit_exceeded,credit_card,27,11,1,0.92,1,0,10,0,0
pay_012560,cust_40100,117.14,insufficient_funds,debit_card,48,6,0,1.0,153,1,25,1,1
pay_012561,cust_10332,458.08,technical_error,credit_card,12,15,2,0.88,15,1,14,2,1
pay_012562,cust_17601,396.05,insufficient_funds,upi,45,5,0,1.0,3,1,26,1,0
pay_012563,cust_41547,329.42,invalid_card,credit_card,51,18,0,1.0,64,1,21,3,0
pay_012564,cust_31272,459.99,insufficient_funds,debit_card,41,10,1,0.91,12,1,22,3,0
pay_012565,cust_33900,165.97,insufficient_funds,credit_card,16,9,2,0.82,22,1,10,2,0
pay_012566,cust_28175,323.69,technical_error,debit_card,32,16,3,0.84,46,1,10,0,1
pay_012567,cust_40180,852.3,insufficient_funds,debit_card,51,5,1,0.83,3,0,11,1,1
pay_012568,cust_94364,352.35,invalid_card,credit_card,33,9,0,1.0,18,1,19,3,0
pay_012569,cust_25186,93.94,technical_error,bank_transfer,16,17,3,0.85,27,1,14,2,1
pay_012570,cust_42546,311.66,insufficient_funds,upi,29,20,1,0.95,11,0,2,0,1
pay_012571,cust_63999,171.48,insufficient_funds,debit_card,27,22,3,0.88,13,1,17,1,0
pay_012572,cust_77123,653.11,invalid_card,debit_card,31,15,1,0.94,4,0,21,0,0
pay_012573,cust_14030,687.76,insufficient_funds,credit_card,51,15,2,0.88,75,0,11,0,0
pay_012574,cust_23393,95.19,technical_error,debit_card,59,16,1,0.94,39,1,20,2,1
pay_012575,cust_41918,1068.08,insufficient_funds,debit_card,24,10,0,1.0,20,0,29,2,1
pay_012576,cust_41839,164.42,invalid_card,credit_card,31,14,1,0.93,38,1,12,0,0
pay_012577,cust_38726,2377.47,insufficient_funds,upi,9,8,0,1.0,16,1,3,0,1
pay_012578,cust_52555,476.2,insufficient_funds,credit_card,45,7,0,1.0,192,0,25,2,1
pay_012579,cust_13380,143.77,insufficient_funds,credit_card,36,20,0,1.0,9,1,12,2,1
pay_012580,cust_28445,159.59,insufficient_funds,debit_card,6,12,0,1.0,1,1,11,3,0
pay_012581,cust_92213,708.18,insufficient_funds,debit_card,30,10,0,1.0,42,1,25,0,1
pay_012582,cust_92041,338.09,invalid_card,credit_card,26,7,0,1.0,9,0,1,3,0
pay_012583,cust_11939,453.94,insufficient_funds,debit_card,40,7,0,1.0,152,1,16,3,0
pay_012584,cust_69560,2508.37,insufficient_funds,credit_card,7,11,1,0.92,14,0,21,2,1
pay_012585,cust_89060,248.48,insufficient_funds,upi,8,9,1,0.9,21,1,27,0,1
pay_012586,cust_64780,530.9,technical_error,debit_card,59,10,1,0.91,1,1,14,3,1
pay_012587,cust_84460,2068.24,invalid_card,upi,11,1,3,0.25,6,0,22,3,0
pay_012588,cust_31111,655.32,insufficient_funds,credit_card,3,5,1,0.83,47,0,14,3,0
pay_012589,cust_57550,100.28,technical_error,upi,4,11,0,1.0,25,1,12,1,1
pay_012590,cust_48889,828.82,limit_exceeded,upi,33,27,2,0.93,15,1,6,1,1
pay_012591,cust_36521,156.27,insufficient_funds,upi,20,4,1,0.8,78,0,11,0,0
pay_012592,cust_66630,2041.45,invalid_card,upi,5,6,6,0.5,25,1,10,3,0
pay_012593,cust_90655,219.59,insufficient_funds,debit_card,34,13,0,1.0,19,1,12,3,0
pay_012594,cust_74868,9741.18,limit_exceeded,credit_card,14,22,1,0.96,11,0,27,3,0
pay_012595,cust_29482,2168.92,invalid_card,upi,13,14,3,0.82,9,1,22,2,0
pay_012596,cust_72199,225.43,limit_exceeded,credit_card,49,11,4,0.73,16,1,4,2,0
pay_012597,cust_63543,510.11,insufficient_funds,credit_card,45,17,2,0.89,52,1,10,3,0
pay_012598,cust_90294,1062.36,insufficient_funds,upi,53,10,1,0.91,24,1,6,3,1
pay_012599,cust_75592,1094.74,technical_error,credit_card,24,18,4,0.82,22,1,2,3,1
pay_012600,cust_61532,778.17,technical_error,credit_card,30,10,1,0.91,5,0,8,1,1
pay_012601,cust_94349,1748.94,technical_error,debit_card,40,23,0,1.0,15,1,8,1,1
pay_012602,cust_50458,442.15,technical_error,upi,11,11,2,0.85,58,1,6,3,1
pay_012603,cust_97878,346.5,technical_error,upi,9,17,1,0.94,32,1,11,3,1
pay_012604,cust_55587,353.45,invalid_card,debit_card,56,7,0,1.0,104,1,7,3,0
pay_012605,cust_80699,1179.66,insufficient_funds,credit_card,13,20,0,1.0,15,1,11,1,0
pay_012606,cust_20498,720.39,insufficient_funds,debit_card,13,3,2,0.6,32,1,21,2,0
pay_012607,cust_29761,669.07,insufficient_funds,debit_card,32,16,1,0.94,1,0,22,1,0
pay_012608,cust_33208,1107.48,invalid_card,credit_card,7,6,2,0.75,3,1,8,1,0
pay_012609,cust_65568,64.3,insufficient_funds,bank_transfer,11,10,1,0.91,55,0,3,0,1
pay_012610,cust_35219,681.76,insufficient_funds,credit_card,49,0,2,0.0,17,0,7,0,0
pay_012611,cust_25258,622.15,insufficient_funds,credit_card,42,14,1,0.93,68,0,13,1,0
pay_012612,cust_49516,2652.92,limit_exceeded,credit_card,1,3,0,1.0,32,1,18,0,1
pay_012613,cust_77519,108.42,insufficient_funds,bank_transfer,28,4,1,0.8,1,1,4,0,1
pay_012614,cust_92424,2372.73,insufficient_funds,credit_card,8,15,0,1.0,3,1,28,1,0
pay_012615,cust_56731,539.16,insufficient_funds,debit_card,15,22,0,1.0,16,1,23,1,1
pay_012616,cust_10047,815.33,insufficient_funds,upi,5,9,0,1.0,22,0,17,2,1
pay_012617,cust_67781,2671.85,insufficient_funds,credit_card,22,11,1,0.92,52,1,10,0,1
pay_012618,cust_93202,876.0,insufficient_funds,credit_card,20,10,0,1.0,16,1,7,1,1
pay_012619,cust_92684,746.19,insufficient_funds,credit_card,4,13,3,0.81,11,1,24,0,0
pay_012620,cust_54255,637.08,technical_error,debit_card,58,23,1,0.96,4,1,4,2,1
pay_012621,cust_39508,308.32,technical_error,debit_card,45,22,4,0.85,26,1,12,2,0
pay_012622,cust_59339,485.96,insufficient_funds,upi,25,13,1,0.93,30,1,21,3,0
pay_012623,cust_43772,244.47,invalid_card,credit_card,16,14,2,0.88,43,1,26,2,0
pay_012624,cust_24820,478.21,invalid_card,upi,40,6,1,0.86,193,0,12,3,0
pay_012625,cust_60641,48.36,technical_error,bank_transfer,46,1,0,1.0,3,1,25,3,1
pay_012626,cust_60206,767.89,insufficient_funds,upi,27,10,1,0.91,1,1,3,1,1
pay_012627,cust_51167,442.69,insufficient_funds,debit_card,29,23,0,1.0,20,0,25,1,0
pay_012628,cust_91560,357.24,invalid_card,bank_transfer,12,7,2,0.78,20,1,10,1,1
pay_012629,cust_84954,622.89,insufficient_funds,bank_transfer,52,16,2,0.89,76,0,28,1,0
pay_012630,cust_30405,119.23,insufficient_funds,debit_card,7,22,2,0.92,15,1,12,2,1
pay_012631,cust_18572,3442.24,insufficient_funds,credit_card,24,10,0,1.0,30,1,29,0,1
pay_012632,cust_25670,451.17,technical_error,bank_transfer,55,14,0,1.0,28,1,21,2,1
pay_012633,cust_57291,432.15,insufficient_funds,upi,5,11,5,0.69,60,1,10,3,0
pay_012634,cust_36776,190.42,insufficient_funds,credit_card,47,15,5,0.75,8,0,13,3,0
pay_012635,cust_37994,512.12,technical_error,bank_transfer,42,6,1,0.86,56,0,16,0,1
pay_012636,cust_18718,2001.33,technical_error,credit_card,33,6,3,0.67,22,0,9,0,0
pay_012637,cust_48234,1408.84,insufficient_funds,credit_card,38,3,1,0.75,18,0,22,1,0
pay_012638,cust_34906,1175.03,insufficient_funds,credit_card,40,10,1,0.91,15,1,19,3,0
pay_012639,cust_37979,863.51,invalid_card,credit_card,43,8,0,1.0,5,1,9,1,0
pay_012640,cust_37618,349.35,insufficient_funds,debit_card,6,26,0,1.0,30,0,5,2,0
pay_012641,cust_61197,117.27,invalid_card,debit_card,8,28,1,0.97,37,1,10,2,0
pay_012642,cust_87360,408.94,technical_error,debit_card,22,11,1,0.92,16,1,9,0,1
pay_012643,cust_63708,394.94,insufficient_funds,debit_card,50,24,0,1.0,48,1,26,1,0
pay_012644,cust_88878,1427.1,insufficient_funds,upi,54,10,0,1.0,61,0,13,0,1
pay_012645,cust_35657,681.3,insufficient_funds,credit_card,14,2,2,0.5,27,1,29,1,0
pay_012646,cust_66070,2507.19,invalid_card,bank_transfer,9,8,2,0.8,32,0,21,2,0
pay_012647,cust_16466,1655.89,insufficient_funds,upi,13,6,0,1.0,13,0,26,3,0
pay_012648,cust_32645,316.75,insufficient_funds,upi,50,8,1,0.89,80,1,26,0,1
pay_012649,cust_51801,83.05,insufficient_funds,debit_card,32,25,3,0.89,26,1,8,1,0
pay_012650,cust_41162,1998.56,insufficient_funds,bank_transfer,14,7,1,0.88,22,0,26,3,0
pay_012651,cust_45330,1946.9,invalid_card,credit_card,35,17,4,0.81,8,1,3,3,0
pay_012652,cust_42757,127.54,insufficient_funds,credit_card,25,10,2,0.83,8,1,9,3,0
pay_012653,cust_15415,2261.65,invalid_card,upi,31,16,1,0.94,7,1,6,3,0
pay_012654,cust_67741,732.69,insufficient_funds,upi,55,14,4,0.78,2,1,26,1,0
pay_012655,cust_16214,587.16,insufficient_funds,credit_card,49,12,1,0.92,13,1,11,2,1
pay_012656,cust_44361,2513.4,technical_error,debit_card,43,15,2,0.88,1,1,21,3,1
pay_012657,cust_31896,1918.49,technical_error,debit_card,45,12,2,0.86,21,1,29,3,1
pay_012658,cust_23974,959.05,technical_error,debit_card,52,16,3,0.84,14,1,15,1,1
pay_012659,cust_12922,802.57,insufficient_funds,debit_card,20,13,2,0.87,38,0,6,3,0
pay_012660,cust_41258,926.12,insufficient_funds,bank_transfer,42,5,1,0.83,18,1,25,1,1
pay_012661,cust_24496,335.14,invalid_card,bank_transfer,37,4,0,1.0,18,0,3,1,0
pay_012662,cust_83231,473.19,technical_error,bank_transfer,7,12,0,1.0,21,1,4,1,1
pay_012663,cust_31595,202.81,technical_error,debit_card,53,19,3,0.86,26,0,16,2,1
pay_012664,cust_54415,358.37,technical_error,credit_card,10,23,1,0.96,11,1,5,2,0
pay_012665,cust_33001,346.53,insufficient_funds,debit_card,6,23,3,0.88,8,1,18,3,0
pay_012666,cust_40635,264.89,technical_error,debit_card,25,11,3,0.79,6,1,23,3,1
pay_012667,cust_81442,573.27,technical_error,credit_card,50,19,2,0.9,6,0,23,0,1
pay_012668,cust_71692,361.63,insufficient_funds,debit_card,6,14,0,1.0,47,0,23,3,0
pay_012669,cust_54345,826.2,insufficient_funds,debit_card,45,9,2,0.82,1,0,15,2,0
pay_012670,cust_17918,98.72,invalid_card,bank_transfer,54,7,4,0.64,22,0,19,1,0
pay_012671,cust_67045,446.42,insufficient_funds,credit_card,17,22,1,0.96,43,1,29,0,1
pay_012672,cust_69665,570.3,invalid_card,debit_card,22,11,0,1.0,1,0,29,0,0
pay_012673,cust_90472,366.49,technical_error,debit_card,23,6,0,1.0,112,1,3,1,1
pay_012674,cust_89547,420.82,technical_error,credit_card,29,15,1,0.94,50,1,1,1,1
pay_012675,cust_48170,102.45,limit_exceeded,credit_card,7,18,2,0.9,13,1,16,2,1
pay_012676,cust_66277,714.14,insufficient_funds,credit_card,35,13,2,0.87,30,1,6,0,1
pay_012677,cust_71553,955.48,insufficient_funds,credit_card,56,20,3,0.87,3,1,1,3,1
pay_012678,cust_56777,819.05,invalid_card,credit_card,39,13,1,0.93,7,1,29,0,0
pay_012679,cust_10465,1412.81,insufficient_funds,bank_transfer,52,15,4,0.79,10,0,8,3,1
pay_012680,cust_61802,611.64,insufficient_funds,credit_card,20,7,2,0.78,20,1,12,2,0
pay_012681,cust_88027,806.97,technical_error,upi,26,17,2,0.89,33,1,14,3,1
pay_012682,cust_30639,584.47,insufficient_funds,bank_transfer,29,22,5,0.81,60,1,26,1,0
pay_012683,cust_29326,994.42,insufficient_funds,debit_card,29,5,2,0.71,8,1,21,3,0
pay_012684,cust_34088,103.27,insufficient_funds,credit_card,7,7,1,0.88,12,1,24,0,1
pay_012685,cust_72970,204.59,limit_exceeded,debit_card,34,20,2,0.91,32,0,23,2,0
pay_012686,cust_42758,2444.28,insufficient_funds,credit_card,5,15,2,0.88,22,1,24,0,0
pay_012687,cust_86987,42.7,insufficient_funds,credit_card,13,9,4,0.69,16,1,20,3,0
pay_012688,cust_84064,434.6,limit_exceeded,debit_card,6,13,1,0.93,21,1,2,1,0
pay_012689,cust_70781,1614.67,insufficient_funds,credit_card,32,10,1,0.91,13,1,24,0,0
pay_012690,cust_82653,455.48,insufficient_funds,upi,36,32,0,1.0,69,1,16,1,1
pay_012691,cust_68462,333.48,invalid_card,debit_card,33,13,2,0.87,42,1,17,0,0
pay_012692,cust_19421,569.08,insufficient_funds,upi,43,6,1,0.86,52,1,21,0,0
pay_012693,cust_24291,351.25,insufficient_funds,credit_card,59,15,0,1.0,38,0,28,3,0
pay_012694,cust_38976,515.67,technical_error,credit_card,33,1,5,0.17,9,1,29,0,0
pay_012695,cust_12399,252.45,insufficient_funds,debit_card,19,20,3,0.87,7,1,28,3,0
pay_012696,cust_49983,1515.17,invalid_card,upi,41,13,1,0.93,47,1,3,3,0
pay_012697,cust_31022,2075.32,invalid_card,upi,18,5,2,0.71,95,1,27,1,0
pay_012698,cust_84462,437.56,insufficient_funds,debit_card,14,4,2,0.67,1,1,28,1,0
pay_012699,cust_92025,124.98,invalid_card,debit_card,21,7,0,1.0,1,1,14,3,0
pay_012700,cust_57004,296.12,insufficient_funds,debit_card,39,16,2,0.89,76,1,24,1,1
pay_012701,cust_54346,415.97,insufficient_funds,credit_card,34,6,1,0.86,21,1,7,0,0
pay_012702,cust_47941,828.94,invalid_card,debit_card,31,8,2,0.8,66,1,2,0,0
pay_012703,cust_58855,182.47,insufficient_funds,debit_card,17,10,2,0.83,37,1,24,2,0
pay_012704,cust_84207,231.7,invalid_card,credit_card,7,6,0,1.0,12,1,22,1,0
pay_012705,cust_30457,833.21,insufficient_funds,upi,21,18,3,0.86,3,1,1,3,0
pay_012706,cust_84277,1278.59,insufficient_funds,upi,7,19,1,0.95,23,1,26,1,0
pay_012707,cust_88559,268.54,technical_error,credit_card,1,9,3,0.75,81,1,15,3,0
pay_012708,cust_87103,131.81,insufficient_funds,bank_transfer,22,9,2,0.82,17,1,4,0,1
pay_012709,cust_88066,13342.72,technical_error,credit_card,22,14,2,0.88,18,0,20,1,1
pay_012710,cust_53874,1094.35,invalid_card,credit_card,23,11,1,0.92,8,1,19,1,1
pay_012711,cust_21568,382.84,limit_exceeded,bank_transfer,28,19,1,0.95,1,0,13,3,0
pay_012712,cust_18278,1192.3,insufficient_funds,debit_card,40,10,2,0.83,6,1,22,0,0
pay_012713,cust_14920,441.49,limit_exceeded,upi,46,18,1,0.95,22,1,6,3,1
pay_012714,cust_42529,1190.07,invalid_card,credit_card,57,6,5,0.55,21,1,18,1,0
pay_012715,cust_67036,586.4,technical_error,upi,30,8,0,1.0,10,1,17,3,1
pay_012716,cust_61246,547.78,limit_exceeded,upi,45,8,3,0.73,1,1,19,2,0
pay_012717,cust_80560,446.32,invalid_card,debit_card,10,22,3,0.88,10,0,27,3,0
pay_012718,cust_86635,117.59,technical_error,upi,12,15,4,0.79,74,1,22,0,1
pay_012719,cust_47818,3472.75,invalid_card,bank_transfer,45,10,1,0.91,22,0,3,2,0
pay_012720,cust_37594,195.01,invalid_card,debit_card,16,7,1,0.88,10,1,5,0,0
pay_012721,cust_27220,128.33,insufficient_funds,debit_card,21,11,2,0.85,15,0,3,2,1
pay_012722,cust_19629,404.13,insufficient_funds,upi,13,28,1,0.97,13,1,23,0,0
pay_012723,cust_10060,191.16,invalid_card,credit_card,47,14,5,0.74,31,1,21,1,0
pay_012724,cust_90090,474.8,limit_exceeded,bank_transfer,4,6,1,0.86,8,1,18,1,0
pay_012725,cust_31038,994.63,technical_error,credit_card,37,5,0,1.0,22,1,2,1,1
pay_012726,cust_48676,1352.77,technical_error,debit_card,30,6,2,0.75,32,1,20,1,0
pay_012727,cust_49565,1129.28,invalid_card,upi,26,15,4,0.79,64,1,24,2,0
pay_012728,cust_12605,368.33,insufficient_funds,debit_card,14,11,2,0.85,18,1,7,3,0
pay_012729,cust_74810,525.42,insufficient_funds,credit_card,37,11,0,1.0,8,1,4,3,0
pay_012730,cust_70589,751.81,insufficient_funds,debit_card,59,14,0,1.0,61,1,7,3,0
pay_012731,cust_73206,86.21,insufficient_funds,upi,25,16,3,0.84,40,1,21,2,0
pay_012732,cust_97173,884.65,invalid_card,debit_card,39,5,1,0.83,4,1,21,1,0
pay_012733,cust_68632,116.43,technical_error,credit_card,27,9,0,1.0,48,1,20,2,1
pay_012734,cust_53789,3846.64,insufficient_funds,debit_card,14,7,2,0.78,24,1,23,1,0
pay_012735,cust_48849,333.65,insufficient_funds,debit_card,2,6,1,0.86,54,1,28,1,0
pay_012736,cust_85165,415.6,insufficient_funds,debit_card,2,11,2,0.85,2,0,6,2,0
pay_012737,cust_14029,231.57,insufficient_funds,credit_card,33,8,1,0.89,12,1,21,2,1
pay_012738,cust_12870,266.3,insufficient_funds,credit_card,2,3,4,0.43,9,1,12,2,0
pay_012739,cust_81128,4859.55,insufficient_funds,debit_card,34,7,2,0.78,24,1,15,3,1
pay_012740,cust_18886,1280.46,insufficient_funds,debit_card,53,6,2,0.75,17,0,11,1,1
pay_012741,cust_55797,106.21,limit_exceeded,debit_card,25,4,3,0.57,99,1,5,0,0
pay_012742,cust_50373,2250.3,insufficient_funds,credit_card,55,2,0,1.0,60,1,1,1,1
pay_012743,cust_48883,1648.88,technical_error,credit_card,59,22,3,0.88,24,0,21,3,1
pay_012744,cust_73529,377.43,invalid_card,upi,45,27,2,0.93,31,0,18,0,0
pay_012745,cust_88277,679.46,insufficient_funds,debit_card,37,7,2,0.78,18,1,5,1,1
pay_012746,cust_59132,492.58,technical_error,credit_card,27,13,0,1.0,14,1,13,0,1
pay_012747,cust_42176,3594.6,invalid_card,credit_card,26,9,0,1.0,5,1,22,3,0
pay_012748,cust_45800,225.5,insufficient_funds,credit_card,52,11,0,1.0,5,0,18,1,1
pay_012749,cust_51174,578.6,insufficient_funds,debit_card,47,1,0,1.0,23,1,7,3,0
pay_012750,cust_96333,325.86,technical_error,debit_card,22,7,1,0.88,10,1,21,3,1
pay_012751,cust_95590,119.29,insufficient_funds,credit_card,52,8,0,1.0,81,1,17,2,0
pay_012752,cust_17048,4474.93,insufficient_funds,debit_card,47,21,2,0.91,8,0,28,1,1
pay_012753,cust_74685,153.4,insufficient_funds,credit_card,58,17,3,0.85,88,1,17,0,1
pay_012754,cust_18115,623.12,insufficient_funds,credit_card,7,18,2,0.9,8,1,19,1,1
pay_012755,cust_77061,87.7,technical_error,upi,13,12,1,0.92,68,1,20,3,1
pay_012756,cust_32235,335.47,technical_error,debit_card,48,9,1,0.9,4,1,22,0,1
pay_012757,cust_18044,762.48,invalid_card,upi,51,12,1,0.92,4,1,15,1,0
pay_012758,cust_29306,219.18,insufficient_funds,credit_card,28,7,1,0.88,47,1,13,2,1
pay_012759,cust_58849,899.11,limit_exceeded,credit_card,45,10,1,0.91,34,0,21,2,0
pay_012760,cust_74947,382.06,invalid_card,debit_card,56,14,3,0.82,25,1,26,2,0
pay_012761,cust_38729,1595.1,technical_error,debit_card,28,16,0,1.0,3,0,21,3,1
pay_012762,cust_28311,1951.53,insufficient_funds,debit_card,24,14,1,0.93,11,1,19,3,0
pay_012763,cust_46323,278.07,insufficient_funds,debit_card,35,7,1,0.88,31,0,14,0,0
pay_012764,cust_50529,539.88,technical_error,credit_card,55,11,3,0.79,64,0,29,1,1
pay_012765,cust_28431,600.68,insufficient_funds,debit_card,33,7,2,0.78,22,1,29,0,1
pay_012766,cust_75369,928.86,technical_error,upi,37,4,0,1.0,9,1,13,2,1
pay_012767,cust_95962,507.24,invalid_card,debit_card,9,8,0,1.0,33,0,24,1,0
pay_012768,cust_49337,604.75,insufficient_funds,credit_card,50,7,1,0.88,5,1,19,2,1
pay_012769,cust_48303,391.98,technical_error,debit_card,3,5,0,1.0,49,1,28,0,1
pay_012770,cust_21033,561.07,insufficient_funds,upi,52,9,0,1.0,9,0,5,2,1
pay_012771,cust_56241,1830.87,technical_error,credit_card,2,13,2,0.87,9,1,2,0,1
